Count,Label,CBG,GEOID
0.2,Est. % Change in Comp Sales (1-Fam) 2007-17,3.002,4.21E+11
0.5,Est. % Change in Comp Sales (1-Fam) 2007-17,3.003,4.21E+11
0.4,Est. % Change in Comp Sales (1-Fam) 2007-17,3.004,4.21E+11
0.2,Est. % Change in Comp Sales (1-Fam) 2007-17,4.001,4.21E+11
0.2,Est. % Change in Comp Sales (1-Fam) 2007-17,4.002,4.21E+11
1.1,Est. % Change in Comp Sales (1-Fam) 2007-17,4.003,4.21E+11
0.6,Est. % Change in Comp Sales (1-Fam) 2007-17,4.004,4.21E+11
0.4,Est. % Change in Comp Sales (1-Fam) 2007-17,5.001,4.21E+11
0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,5.002,4.21E+11
0.3,Est. % Change in Comp Sales (1-Fam) 2007-17,5.003,4.21E+11
0.2,Est. % Change in Comp Sales (1-Fam) 2007-17,5.004,4.21E+11
-0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,6.001,4.21E+11
NA,Est. % Change in Comp Sales (1-Fam) 2007-17,6.002,4.21E+11
0,Est. % Change in Comp Sales (1-Fam) 2007-17,6.003,4.21E+11
-0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,6.004,4.21E+11
0.3,Est. % Change in Comp Sales (1-Fam) 2007-17,7.001,4.21E+11
-0.2,Est. % Change in Comp Sales (1-Fam) 2007-17,7.002,4.21E+11
0,Est. % Change in Comp Sales (1-Fam) 2007-17,7.003,4.21E+11
0.8,Est. % Change in Comp Sales (1-Fam) 2007-17,8.001,4.21E+11
-0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,8.002,4.21E+11
-0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,8.003,4.21E+11
0.7,Est. % Change in Comp Sales (1-Fam) 2007-17,8.004,4.21E+11
0,Est. % Change in Comp Sales (1-Fam) 2007-17,9.001,4.21E+11
-0.5,Est. % Change in Comp Sales (1-Fam) 2007-17,9.002,4.21E+11
0.9,Est. % Change in Comp Sales (1-Fam) 2007-17,9.003,4.21E+11
-0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,9.004,4.21E+11
-0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,10.001,4.21E+11
0.8,Est. % Change in Comp Sales (1-Fam) 2007-17,10.002,4.21E+11
0.7,Est. % Change in Comp Sales (1-Fam) 2007-17,10.003,4.21E+11
0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,10.004,4.21E+11
0.2,Est. % Change in Comp Sales (1-Fam) 2007-17,11.001,4.21E+11
0.2,Est. % Change in Comp Sales (1-Fam) 2007-17,11.002,4.21E+11
0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,11.003,4.21E+11
0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,12.001,4.21E+11
0,Est. % Change in Comp Sales (1-Fam) 2007-17,12.002,4.21E+11
0.1,Est. % Change in Comp Sales (1-Fam) 2007-17,12.003,4.21E+11
0.2,Est. % Change in Comp Sales (1-Fam) 2007-17,12.004,4.21E+11
0,Est. % Change in Comp Sales (1-Fam) 2007-17,14.001,4.21E+11
0.3,Est. % Change in Comp Sales (1-Fam) 2007-17,14.002,4.21E+11
0.7,Est. % Change in Comp Sales (1-Fam) 2007-17,14.003,4.21E+11
0.4,Est. % Change in Comp Sales (1-Fam) 2007-17,14.004,4.21E+11
NA,Est. % Change in Comp Sales (1-Fam) 2007-17,118.052,4.21E+11
-0.4,Est. % Change in Comp Sales (1-Fam) 2007-17,147.001,4.21E+11
-0.6,Est. % Change in Comp Sales (1-Fam) 2007-17,147.002,4.21E+11
0.3,Est. % Change in Comp Sales (1-Fam) 2007-17,147.003,4.21E+11
763,Total Count of Closed Violations,1.001,4.21E+11
608,Total Count of Closed Violations,1.002,4.21E+11
1483,Total Count of Closed Violations,1.003,4.21E+11
2192,Total Count of Closed Violations,2.001,4.21E+11
1724,Total Count of Closed Violations,2.002,4.21E+11
964,Total Count of Closed Violations,3.001,4.21E+11
1512,Total Count of Closed Violations,3.002,4.21E+11
2016,Total Count of Closed Violations,3.003,4.21E+11
2362,Total Count of Closed Violations,3.004,4.21E+11
1896,Total Count of Closed Violations,4.001,4.21E+11
1324,Total Count of Closed Violations,4.002,4.21E+11
1664,Total Count of Closed Violations,4.003,4.21E+11
494,Total Count of Closed Violations,4.004,4.21E+11
1398,Total Count of Closed Violations,5.001,4.21E+11
2102,Total Count of Closed Violations,5.002,4.21E+11
1029,Total Count of Closed Violations,5.003,4.21E+11
416,Total Count of Closed Violations,5.004,4.21E+11
610,Total Count of Closed Violations,6.001,4.21E+11
1364,Total Count of Closed Violations,6.002,4.21E+11
1064,Total Count of Closed Violations,6.003,4.21E+11
1155,Total Count of Closed Violations,6.004,4.21E+11
1349,Total Count of Closed Violations,7.001,4.21E+11
1038,Total Count of Closed Violations,7.002,4.21E+11
1104,Total Count of Closed Violations,7.003,4.21E+11
1800,Total Count of Closed Violations,8.001,4.21E+11
1135,Total Count of Closed Violations,8.002,4.21E+11
644,Total Count of Closed Violations,8.003,4.21E+11
693,Total Count of Closed Violations,8.004,4.21E+11
994,Total Count of Closed Violations,9.001,4.21E+11
1260,Total Count of Closed Violations,9.002,4.21E+11
303,Total Count of Closed Violations,9.003,4.21E+11
2013,Total Count of Closed Violations,9.004,4.21E+11
1955,Total Count of Closed Violations,10.001,4.21E+11
1980,Total Count of Closed Violations,10.002,4.21E+11
1571,Total Count of Closed Violations,10.003,4.21E+11
1305,Total Count of Closed Violations,10.004,4.21E+11
1828,Total Count of Closed Violations,11.001,4.21E+11
1456,Total Count of Closed Violations,11.002,4.21E+11
1280,Total Count of Closed Violations,11.003,4.21E+11
930,Total Count of Closed Violations,12.001,4.21E+11
1260,Total Count of Closed Violations,12.002,4.21E+11
790,Total Count of Closed Violations,12.003,4.21E+11
890,Total Count of Closed Violations,12.004,4.21E+11
2051,Total Count of Closed Violations,14.001,4.21E+11
3886,Total Count of Closed Violations,14.002,4.21E+11
2637,Total Count of Closed Violations,14.003,4.21E+11
2060,Total Count of Closed Violations,14.004,4.21E+11
60,Total Count of Closed Violations,118.052,4.21E+11
3014,Total Count of Closed Violations,147.001,4.21E+11
1401,Total Count of Closed Violations,147.002,4.21E+11
2482,Total Count of Closed Violations,147.003,4.21E+11
25,Total Count of Open Code Violations,1.001,4.21E+11
11,Total Count of Open Code Violations,1.002,4.21E+11
23,Total Count of Open Code Violations,1.003,4.21E+11
50,Total Count of Open Code Violations,2.001,4.21E+11
16,Total Count of Open Code Violations,2.002,4.21E+11
32,Total Count of Open Code Violations,3.001,4.21E+11
45,Total Count of Open Code Violations,3.002,4.21E+11
45,Total Count of Open Code Violations,3.003,4.21E+11
53,Total Count of Open Code Violations,3.004,4.21E+11
48,Total Count of Open Code Violations,4.001,4.21E+11
30,Total Count of Open Code Violations,4.002,4.21E+11
27,Total Count of Open Code Violations,4.003,4.21E+11
18,Total Count of Open Code Violations,4.004,4.21E+11
19,Total Count of Open Code Violations,5.001,4.21E+11
42,Total Count of Open Code Violations,5.002,4.21E+11
21,Total Count of Open Code Violations,5.003,4.21E+11
6,Total Count of Open Code Violations,5.004,4.21E+11
11,Total Count of Open Code Violations,6.001,4.21E+11
13,Total Count of Open Code Violations,6.002,4.21E+11
11,Total Count of Open Code Violations,6.003,4.21E+11
19,Total Count of Open Code Violations,6.004,4.21E+11
24,Total Count of Open Code Violations,7.001,4.21E+11
12,Total Count of Open Code Violations,7.002,4.21E+11
18,Total Count of Open Code Violations,7.003,4.21E+11
13,Total Count of Open Code Violations,8.001,4.21E+11
12,Total Count of Open Code Violations,8.002,4.21E+11
5,Total Count of Open Code Violations,8.003,4.21E+11
7,Total Count of Open Code Violations,8.004,4.21E+11
11,Total Count of Open Code Violations,9.001,4.21E+11
16,Total Count of Open Code Violations,9.002,4.21E+11
3,Total Count of Open Code Violations,9.003,4.21E+11
80,Total Count of Open Code Violations,9.004,4.21E+11
75,Total Count of Open Code Violations,10.001,4.21E+11
42,Total Count of Open Code Violations,10.002,4.21E+11
31,Total Count of Open Code Violations,10.003,4.21E+11
20,Total Count of Open Code Violations,10.004,4.21E+11
37,Total Count of Open Code Violations,11.001,4.21E+11
33,Total Count of Open Code Violations,11.002,4.21E+11
23,Total Count of Open Code Violations,11.003,4.21E+11
27,Total Count of Open Code Violations,12.001,4.21E+11
24,Total Count of Open Code Violations,12.002,4.21E+11
12,Total Count of Open Code Violations,12.003,4.21E+11
5,Total Count of Open Code Violations,12.004,4.21E+11
50,Total Count of Open Code Violations,14.001,4.21E+11
64,Total Count of Open Code Violations,14.002,4.21E+11
41,Total Count of Open Code Violations,14.003,4.21E+11
44,Total Count of Open Code Violations,14.004,4.21E+11
5,Total Count of Open Code Violations,118.052,4.21E+11
64,Total Count of Open Code Violations,147.001,4.21E+11
17,Total Count of Open Code Violations,147.002,4.21E+11
20,Total Count of Open Code Violations,147.003,4.21E+11
8,Total Count of Open Code Violations Older than a Year,1.001,4.21E+11
11,Total Count of Open Code Violations Older than a Year,1.002,4.21E+11
9,Total Count of Open Code Violations Older than a Year,1.003,4.21E+11
16,Total Count of Open Code Violations Older than a Year,2.001,4.21E+11
2,Total Count of Open Code Violations Older than a Year,2.002,4.21E+11
6,Total Count of Open Code Violations Older than a Year,3.001,4.21E+11
11,Total Count of Open Code Violations Older than a Year,3.002,4.21E+11
10,Total Count of Open Code Violations Older than a Year,3.003,4.21E+11
25,Total Count of Open Code Violations Older than a Year,3.004,4.21E+11
23,Total Count of Open Code Violations Older than a Year,4.001,4.21E+11
11,Total Count of Open Code Violations Older than a Year,4.002,4.21E+11
16,Total Count of Open Code Violations Older than a Year,4.003,4.21E+11
13,Total Count of Open Code Violations Older than a Year,4.004,4.21E+11
9,Total Count of Open Code Violations Older than a Year,5.001,4.21E+11
16,Total Count of Open Code Violations Older than a Year,5.002,4.21E+11
5,Total Count of Open Code Violations Older than a Year,5.003,4.21E+11
5,Total Count of Open Code Violations Older than a Year,5.004,4.21E+11
5,Total Count of Open Code Violations Older than a Year,6.001,4.21E+11
2,Total Count of Open Code Violations Older than a Year,6.002,4.21E+11
5,Total Count of Open Code Violations Older than a Year,6.003,4.21E+11
4,Total Count of Open Code Violations Older than a Year,6.004,4.21E+11
3,Total Count of Open Code Violations Older than a Year,7.001,4.21E+11
0,Total Count of Open Code Violations Older than a Year,7.002,4.21E+11
4,Total Count of Open Code Violations Older than a Year,7.003,4.21E+11
8,Total Count of Open Code Violations Older than a Year,8.001,4.21E+11
7,Total Count of Open Code Violations Older than a Year,8.002,4.21E+11
4,Total Count of Open Code Violations Older than a Year,8.003,4.21E+11
4,Total Count of Open Code Violations Older than a Year,8.004,4.21E+11
4,Total Count of Open Code Violations Older than a Year,9.001,4.21E+11
8,Total Count of Open Code Violations Older than a Year,9.002,4.21E+11
1,Total Count of Open Code Violations Older than a Year,9.003,4.21E+11
18,Total Count of Open Code Violations Older than a Year,9.004,4.21E+11
17,Total Count of Open Code Violations Older than a Year,10.001,4.21E+11
16,Total Count of Open Code Violations Older than a Year,10.002,4.21E+11
18,Total Count of Open Code Violations Older than a Year,10.003,4.21E+11
4,Total Count of Open Code Violations Older than a Year,10.004,4.21E+11
13,Total Count of Open Code Violations Older than a Year,11.001,4.21E+11
17,Total Count of Open Code Violations Older than a Year,11.002,4.21E+11
10,Total Count of Open Code Violations Older than a Year,11.003,4.21E+11
12,Total Count of Open Code Violations Older than a Year,12.001,4.21E+11
11,Total Count of Open Code Violations Older than a Year,12.002,4.21E+11
6,Total Count of Open Code Violations Older than a Year,12.003,4.21E+11
2,Total Count of Open Code Violations Older than a Year,12.004,4.21E+11
24,Total Count of Open Code Violations Older than a Year,14.001,4.21E+11
26,Total Count of Open Code Violations Older than a Year,14.002,4.21E+11
21,Total Count of Open Code Violations Older than a Year,14.003,4.21E+11
14,Total Count of Open Code Violations Older than a Year,14.004,4.21E+11
5,Total Count of Open Code Violations Older than a Year,118.052,4.21E+11
32,Total Count of Open Code Violations Older than a Year,147.001,4.21E+11
8,Total Count of Open Code Violations Older than a Year,147.002,4.21E+11
8,Total Count of Open Code Violations Older than a Year,147.003,4.21E+11
0.123893805,Percent of Single Family Properties,1.001,4.21E+11
0.06405694,Percent of Single Family Properties,1.002,4.21E+11
0.270676692,Percent of Single Family Properties,1.003,4.21E+11
0.92051756,Percent of Single Family Properties,2.001,4.21E+11
0.663244353,Percent of Single Family Properties,2.002,4.21E+11
0.879795396,Percent of Single Family Properties,3.001,4.21E+11
0.901204819,Percent of Single Family Properties,3.002,4.21E+11
0.755707763,Percent of Single Family Properties,3.003,4.21E+11
0.763157895,Percent of Single Family Properties,3.004,4.21E+11
0.6825,Percent of Single Family Properties,4.001,4.21E+11
0.521072797,Percent of Single Family Properties,4.002,4.21E+11
0.300268097,Percent of Single Family Properties,4.003,4.21E+11
0.381355932,Percent of Single Family Properties,4.004,4.21E+11
0.75739645,Percent of Single Family Properties,5.001,4.21E+11
0.675810474,Percent of Single Family Properties,5.002,4.21E+11
0.690402477,Percent of Single Family Properties,5.003,4.21E+11
0.788359788,Percent of Single Family Properties,5.004,4.21E+11
0.717391304,Percent of Single Family Properties,6.001,4.21E+11
0.548262548,Percent of Single Family Properties,6.002,4.21E+11
0.648148148,Percent of Single Family Properties,6.003,4.21E+11
0.358090186,Percent of Single Family Properties,6.004,4.21E+11
0.778597786,Percent of Single Family Properties,7.001,4.21E+11
0.712062257,Percent of Single Family Properties,7.002,4.21E+11
0.587096774,Percent of Single Family Properties,7.003,4.21E+11
0.654471545,Percent of Single Family Properties,8.001,4.21E+11
0.890688259,Percent of Single Family Properties,8.002,4.21E+11
0.775510204,Percent of Single Family Properties,8.003,4.21E+11
0.64893617,Percent of Single Family Properties,8.004,4.21E+11
0.65,Percent of Single Family Properties,9.001,4.21E+11
0.768888889,Percent of Single Family Properties,9.002,4.21E+11
0.72,Percent of Single Family Properties,9.003,4.21E+11
0.805687204,Percent of Single Family Properties,9.004,4.21E+11
0.737179487,Percent of Single Family Properties,10.001,4.21E+11
0.802919708,Percent of Single Family Properties,10.002,4.21E+11
0.8,Percent of Single Family Properties,10.003,4.21E+11
0.793233083,Percent of Single Family Properties,10.004,4.21E+11
0.712560386,Percent of Single Family Properties,11.001,4.21E+11
0.939524838,Percent of Single Family Properties,11.002,4.21E+11
0.856741573,Percent of Single Family Properties,11.003,4.21E+11
0.922048998,Percent of Single Family Properties,12.001,4.21E+11
0.961002786,Percent of Single Family Properties,12.002,4.21E+11
0.969837587,Percent of Single Family Properties,12.003,4.21E+11
0.844504021,Percent of Single Family Properties,12.004,4.21E+11
0.588235294,Percent of Single Family Properties,14.001,4.21E+11
0.802105263,Percent of Single Family Properties,14.002,4.21E+11
0.780701754,Percent of Single Family Properties,14.003,4.21E+11
0.839793282,Percent of Single Family Properties,14.004,4.21E+11
0.112676056,Percent of Single Family Properties,118.052,4.21E+11
0.836099585,Percent of Single Family Properties,147.001,4.21E+11
0.823529412,Percent of Single Family Properties,147.002,4.21E+11
0.828282828,Percent of Single Family Properties,147.003,4.21E+11
0.63,Percent of Rental Properties,1.001,4.21E+11
0.74,Percent of Rental Properties,1.002,4.21E+11
0.77,Percent of Rental Properties,1.003,4.21E+11
0.31,Percent of Rental Properties,2.001,4.21E+11
0.39,Percent of Rental Properties,2.002,4.21E+11
0.26,Percent of Rental Properties,3.001,4.21E+11
0.31,Percent of Rental Properties,3.002,4.21E+11
0.49,Percent of Rental Properties,3.003,4.21E+11
0.4,Percent of Rental Properties,3.004,4.21E+11
0.47,Percent of Rental Properties,4.001,4.21E+11
0.73,Percent of Rental Properties,4.002,4.21E+11
0.62,Percent of Rental Properties,4.003,4.21E+11
0.63,Percent of Rental Properties,4.004,4.21E+11
0.54,Percent of Rental Properties,5.001,4.21E+11
0.57,Percent of Rental Properties,5.002,4.21E+11
0.43,Percent of Rental Properties,5.003,4.21E+11
0.24,Percent of Rental Properties,5.004,4.21E+11
0.36,Percent of Rental Properties,6.001,4.21E+11
0.64,Percent of Rental Properties,6.002,4.21E+11
0.43,Percent of Rental Properties,6.003,4.21E+11
0.46,Percent of Rental Properties,6.004,4.21E+11
0.39,Percent of Rental Properties,7.001,4.21E+11
0.39,Percent of Rental Properties,7.002,4.21E+11
0.57,Percent of Rental Properties,7.003,4.21E+11
0.59,Percent of Rental Properties,8.001,4.21E+11
0.3,Percent of Rental Properties,8.002,4.21E+11
0.4,Percent of Rental Properties,8.003,4.21E+11
0.61,Percent of Rental Properties,8.004,4.21E+11
0.61,Percent of Rental Properties,9.001,4.21E+11
0.72,Percent of Rental Properties,9.002,4.21E+11
0.67,Percent of Rental Properties,9.003,4.21E+11
0.55,Percent of Rental Properties,9.004,4.21E+11
0.66,Percent of Rental Properties,10.001,4.21E+11
0.75,Percent of Rental Properties,10.002,4.21E+11
0.52,Percent of Rental Properties,10.003,4.21E+11
0.54,Percent of Rental Properties,10.004,4.21E+11
0.53,Percent of Rental Properties,11.001,4.21E+11
0.34,Percent of Rental Properties,11.002,4.21E+11
0.47,Percent of Rental Properties,11.003,4.21E+11
0.29,Percent of Rental Properties,12.001,4.21E+11
0.15,Percent of Rental Properties,12.002,4.21E+11
0.19,Percent of Rental Properties,12.003,4.21E+11
0.39,Percent of Rental Properties,12.004,4.21E+11
0.66,Percent of Rental Properties,14.001,4.21E+11
0.68,Percent of Rental Properties,14.002,4.21E+11
0.47,Percent of Rental Properties,14.003,4.21E+11
0.53,Percent of Rental Properties,14.004,4.21E+11
0.8,Percent of Rental Properties,118.052,4.21E+11
0.56,Percent of Rental Properties,147.001,4.21E+11
0.54,Percent of Rental Properties,147.002,4.21E+11
0.51,Percent of Rental Properties,147.003,4.21E+11
0.8,Percent of City Owned Properties,1.001,4.21E+11
0.81,Percent of City Owned Properties,1.002,4.21E+11
0.84,Percent of City Owned Properties,1.003,4.21E+11
0.89,Percent of City Owned Properties,2.001,4.21E+11
0.84,Percent of City Owned Properties,2.002,4.21E+11
0.91,Percent of City Owned Properties,3.001,4.21E+11
0.87,Percent of City Owned Properties,3.002,4.21E+11
0.79,Percent of City Owned Properties,3.003,4.21E+11
0.82,Percent of City Owned Properties,3.004,4.21E+11
0.81,Percent of City Owned Properties,4.001,4.21E+11
0.71,Percent of City Owned Properties,4.002,4.21E+11
0.8,Percent of City Owned Properties,4.003,4.21E+11
0.86,Percent of City Owned Properties,4.004,4.21E+11
0.83,Percent of City Owned Properties,5.001,4.21E+11
0.79,Percent of City Owned Properties,5.002,4.21E+11
0.82,Percent of City Owned Properties,5.003,4.21E+11
0.95,Percent of City Owned Properties,5.004,4.21E+11
0.9,Percent of City Owned Properties,6.001,4.21E+11
0.69,Percent of City Owned Properties,6.002,4.21E+11
0.84,Percent of City Owned Properties,6.003,4.21E+11
0.77,Percent of City Owned Properties,6.004,4.21E+11
0.83,Percent of City Owned Properties,7.001,4.21E+11
0.83,Percent of City Owned Properties,7.002,4.21E+11
0.81,Percent of City Owned Properties,7.003,4.21E+11
0.78,Percent of City Owned Properties,8.001,4.21E+11
0.91,Percent of City Owned Properties,8.002,4.21E+11
0.89,Percent of City Owned Properties,8.003,4.21E+11
0.8,Percent of City Owned Properties,8.004,4.21E+11
0.81,Percent of City Owned Properties,9.001,4.21E+11
0.68,Percent of City Owned Properties,9.002,4.21E+11
0.79,Percent of City Owned Properties,9.003,4.21E+11
0.82,Percent of City Owned Properties,9.004,4.21E+11
0.68,Percent of City Owned Properties,10.001,4.21E+11
0.72,Percent of City Owned Properties,10.002,4.21E+11
0.76,Percent of City Owned Properties,10.003,4.21E+11
0.74,Percent of City Owned Properties,10.004,4.21E+11
0.83,Percent of City Owned Properties,11.001,4.21E+11
0.87,Percent of City Owned Properties,11.002,4.21E+11
0.81,Percent of City Owned Properties,11.003,4.21E+11
0.89,Percent of City Owned Properties,12.001,4.21E+11
0.95,Percent of City Owned Properties,12.002,4.21E+11
0.93,Percent of City Owned Properties,12.003,4.21E+11
0.86,Percent of City Owned Properties,12.004,4.21E+11
0.74,Percent of City Owned Properties,14.001,4.21E+11
0.67,Percent of City Owned Properties,14.002,4.21E+11
0.84,Percent of City Owned Properties,14.003,4.21E+11
0.78,Percent of City Owned Properties,14.004,4.21E+11
0.94,Percent of City Owned Properties,118.052,4.21E+11
0.8,Percent of City Owned Properties,147.001,4.21E+11
0.84,Percent of City Owned Properties,147.002,4.21E+11
0.83,Percent of City Owned Properties,147.003,4.21E+11
0.2,Percent of Non Locally Owned Properties,1.001,4.21E+11
0.19,Percent of Non Locally Owned Properties,1.002,4.21E+11
0.16,Percent of Non Locally Owned Properties,1.003,4.21E+11
0.11,Percent of Non Locally Owned Properties,2.001,4.21E+11
0.16,Percent of Non Locally Owned Properties,2.002,4.21E+11
0.09,Percent of Non Locally Owned Properties,3.001,4.21E+11
0.13,Percent of Non Locally Owned Properties,3.002,4.21E+11
0.21,Percent of Non Locally Owned Properties,3.003,4.21E+11
0.18,Percent of Non Locally Owned Properties,3.004,4.21E+11
0.2,Percent of Non Locally Owned Properties,4.001,4.21E+11
0.29,Percent of Non Locally Owned Properties,4.002,4.21E+11
0.2,Percent of Non Locally Owned Properties,4.003,4.21E+11
0.14,Percent of Non Locally Owned Properties,4.004,4.21E+11
0.17,Percent of Non Locally Owned Properties,5.001,4.21E+11
0.21,Percent of Non Locally Owned Properties,5.002,4.21E+11
0.18,Percent of Non Locally Owned Properties,5.003,4.21E+11
0.05,Percent of Non Locally Owned Properties,5.004,4.21E+11
0.1,Percent of Non Locally Owned Properties,6.001,4.21E+11
0.31,Percent of Non Locally Owned Properties,6.002,4.21E+11
0.16,Percent of Non Locally Owned Properties,6.003,4.21E+11
0.23,Percent of Non Locally Owned Properties,6.004,4.21E+11
0.17,Percent of Non Locally Owned Properties,7.001,4.21E+11
0.17,Percent of Non Locally Owned Properties,7.002,4.21E+11
0.19,Percent of Non Locally Owned Properties,7.003,4.21E+11
0.22,Percent of Non Locally Owned Properties,8.001,4.21E+11
0.09,Percent of Non Locally Owned Properties,8.002,4.21E+11
0.11,Percent of Non Locally Owned Properties,8.003,4.21E+11
0.2,Percent of Non Locally Owned Properties,8.004,4.21E+11
0.19,Percent of Non Locally Owned Properties,9.001,4.21E+11
0.32,Percent of Non Locally Owned Properties,9.002,4.21E+11
0.21,Percent of Non Locally Owned Properties,9.003,4.21E+11
0.18,Percent of Non Locally Owned Properties,9.004,4.21E+11
0.32,Percent of Non Locally Owned Properties,10.001,4.21E+11
0.28,Percent of Non Locally Owned Properties,10.002,4.21E+11
0.24,Percent of Non Locally Owned Properties,10.003,4.21E+11
0.26,Percent of Non Locally Owned Properties,10.004,4.21E+11
0.17,Percent of Non Locally Owned Properties,11.001,4.21E+11
0.13,Percent of Non Locally Owned Properties,11.002,4.21E+11
0.19,Percent of Non Locally Owned Properties,11.003,4.21E+11
0.11,Percent of Non Locally Owned Properties,12.001,4.21E+11
0.05,Percent of Non Locally Owned Properties,12.002,4.21E+11
0.07,Percent of Non Locally Owned Properties,12.003,4.21E+11
0.14,Percent of Non Locally Owned Properties,12.004,4.21E+11
0.26,Percent of Non Locally Owned Properties,14.001,4.21E+11
0.33,Percent of Non Locally Owned Properties,14.002,4.21E+11
0.16,Percent of Non Locally Owned Properties,14.003,4.21E+11
0.22,Percent of Non Locally Owned Properties,14.004,4.21E+11
0.06,Percent of Non Locally Owned Properties,118.052,4.21E+11
0.2,Percent of Non Locally Owned Properties,147.001,4.21E+11
0.16,Percent of Non Locally Owned Properties,147.002,4.21E+11
0.17,Percent of Non Locally Owned Properties,147.003,4.21E+11
